Name,Category,Address,Borough,Neighborhood,Latitude,Longitude,id,Rating,Price_cat,Tips,Likes
Bären Wärme Mineraloelgesellschaft mbH,Miscellaneous Shop,Berliner Str. 120,Charlottenburg-Wilmersdorf,Wilmersdorf,52.48629,13.31794,58c1124abf1a6d6dfd6c98d0,5,3,81,8.0
Equippers Kirche Berlin,Church,Blissestr. 2,Charlottenburg-Wilmersdorf,Wilmersdorf,52.485940618880605,13.320489657812338,4f9fe4c4e4b08ae3f70225d2,4,3,12,227.0
Viet-Thai Box,Snack Place,Breite Str. 26,Charlottenburg-Wilmersdorf,Schmargendorf,52.47514,13.290783,4e31a45aa809ef7b4ecfb43a,5,1,51,201.0
Casa Delizia,Italian Restaurant,Friedrichshallerstr. 19 A,Charlottenburg-Wilmersdorf,Schmargendorf,52.47558260865014,13.290474514148773,4e21fad7c65b2b5e354cd50e,5,2,53,300.0
Da Antonello,Italian Restaurant,Breite Str. 28,Charlottenburg-Wilmersdorf,Schmargendorf,52.47507235146681,13.291605169343462,4d84e4c45e70224b8c8c1609,5,2,61,62.0
Restaurant Taverna Sirenes,Taverna,Breite Straße 24,Charlottenburg-Wilmersdorf,Schmargendorf,52.475289702415466,13.29097867012024,4b75758ef964a520b70d2ee3,5,2,82,30.0
JoCaffè Rösterei,Coffee Shop,Reichenhaller Str. 1,Charlottenburg-Wilmersdorf,Schmargendorf,52.47678777564289,13.290627732400011,4e46538bc65bd6ffbe8f9b26,5,2,28,152.0
Bücherturm,Bookstore,Berkaer Str. 40,Charlottenburg-Wilmersdorf,Schmargendorf,52.477041134873026,13.288328085564935,4e4f8be5fa7626401eaadcaa,5,3,92,5.0
Hofcafé,German Restaurant,Kolberger Pl. 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.476839,13.290291,5a805d2c66fc6509b7a65b3f,6,1,89,188.0
Hofladen im Kiez,Deli / Bodega,Kolberger Platz 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.476835656124074,13.290552324044706,4f928760e4b06ce8579df9e6,5,4,35,139.0
Hofladen - Käsetheke,Cheese Shop,Kolberger Platz 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.47677781617186,13.290708580517084,598f2d9cd807ee5ed1cdb4c1,5,2,99,262.0
Kissinger Platz,Park,Kissinger Platz,Charlottenburg-Wilmersdorf,Schmargendorf,52.479305267333984,13.294622421264648,51850627498ef5bc99208c03,5,1,60,170.0
Utermarck Buchhandlung,Bookstore,Breite Str. 24,Charlottenburg-Wilmersdorf,Schmargendorf,52.476783681711694,13.290688717186374,4c7a69e0a86837044481134d,5,3,53,240.0
Salon May-Britt,Building,"Kissinger Str.55, 14199 Berlin",Charlottenburg-Wilmersdorf,Schmargendorf,52.478905,13.296919,50e6c212e4b02f9804d4bfe8,5,3,37,6.0
Fischer & Müller Einrichtungen,Gift Shop,Kolberger platz 4,Charlottenburg-Wilmersdorf,Schmargendorf,52.477116,13.290233,5adc85fc9cadd94729eb1dbb,6,1,32,295.0
IhrPlatz,Pharmacy,Berkaer str 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.476757526786464,13.290697290994387,4e748588fa76059700922d77,5,2,83,71.0
Das Schokoladenlädchen,Candy Store,Berkaer Str. 6,Charlottenburg-Wilmersdorf,Schmargendorf,52.476761213970086,13.290709698674243,4ed490c06c2528aaadcbc253,5,1,98,280.0
Stähr Optik,Optical Shop,Berkaer Str. 6,Charlottenburg-Wilmersdorf,Schmargendorf,52.47571553102253,13.288494233606896,4ff8091ae4b083d14c87e42b,5,3,29,144.0
ZahnÄrztePraxis Dr. Elio Adler & Kollegen,Dentist's Office,Berkaer Str. 41,Charlottenburg-Wilmersdorf,Schmargendorf,52.47625894709347,13.289315700531006,51f222ca50190fc614ce1063,5,2,76,229.0
Smoothie Bar,Smoothie Shop,Kolberger Platz 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.476746,13.290239,5a80c97964c8e104238dd646,5,3,96,60.0
Tuch & Kissen,Furniture / Home Store,Friedrichshaller Str. 18,Charlottenburg-Wilmersdorf,Schmargendorf,52.47680176727825,13.290504437626462,4ed607387ee509957d4f7812,6,4,10,110.0
Backstube Zuckersüß,Bakery,Kissinger Str. 22,Charlottenburg-Wilmersdorf,Schmargendorf,52.478609,13.296738,58ed5020375c4a6f7cd5e04e,5,2,72,271.0
Parfümerie Gabriel,Perfume Shop,Berkaer Str. 43,Charlottenburg-Wilmersdorf,Schmargendorf,52.476137,13.289219,4ef43572d3e32dc3998c3290,5,3,28,177.0
Tivola Schmargendorf,Shoe Store,Berkaer Str. 5,Charlottenburg-Wilmersdorf,Schmargendorf,52.47665019999999,13.2892341,5a797a6b3b83074f1691da7d,4,2,11,54.0
Tabak-Lotto-Presse Lewinski,Miscellaneous Shop,Kolberger Platz 4,Charlottenburg-Wilmersdorf,Schmargendorf,52.47708,13.28998,54debe1e498eef1201b2b7c6,5,1,98,127.0
Badestelle Krumme Lanke,Bathing Area,Krumme Lanke,Charlottenburg-Wilmersdorf,Grunewald,52.45426923593917,13.239442201618143,4de78b4ed164188790004088,5,3,69,165.0
Waldcafé im Wasserwerk Riemeisterfenn,Café,Onkel-Tom-Str. 200,Charlottenburg-Wilmersdorf,Grunewald,52.45595708993119,13.240671157836914,4bc1be994cdfc9b6d9009521,5,1,41,5.0
U Krumme Lanke,Metro Station,Argentinische Allee,Charlottenburg-Wilmersdorf,Grunewald,52.443258769187736,13.241121768951414,4b362139f964a5205b3025e3,5,3,82,104.0
Capriole Restaurant,Italian Restaurant,Onkel-Tom-Str. 172,Charlottenburg-Wilmersdorf,Grunewald,52.45455966925034,13.249146938323975,5813babc38fa18c20d1aadd2,6,2,20,31.0
Am Petersberg,Housing Development,Am Petersberg,Charlottenburg-Wilmersdorf,Grunewald,52.456765,13.261716,59cfaf1395da0c71ce01b8ba,5,3,94,181.0
Onkel Tom's Burger,Burger Joint,Ladenstr. 30,Charlottenburg-Wilmersdorf,Grunewald,52.45015,13.25296,5aeaf566da7080002cfea226,5,3,41,180.0
Lidl,Supermarket,Hüttenweg 50,Charlottenburg-Wilmersdorf,Grunewald,52.45769677546457,13.263739764624916,4c891cfdbbec6dcb007ad958,5,1,88,195.0
Tankstelle Krumme Lanke,Gas Station,Argentinische Allee 47,Charlottenburg-Wilmersdorf,Grunewald,52.44427043236799,13.241532372725812,4ce93b380f196dcb1e934aae,5,1,6,115.0
Aral,Gas Station,Argentinische Allee 49,Charlottenburg-Wilmersdorf,Grunewald,52.44446508,13.24238964,52037172498e32d58663572c,5,3,86,160.0
Ergotherapie Christine Wehowsky,Medical Center,Stewardstr. 20,Charlottenburg-Wilmersdorf,Grunewald,52.45195574849158,13.261656761169434,4f689fa0e4b0c15ca3bc61e5,5,3,81,44.0
DoYogaBerlin,College Gym,Am Waldfriedhof 12a,Charlottenburg-Wilmersdorf,Grunewald,52.45458,13.265778,4ceaca3ae1eeb60c0b1bb0ae,5,4,70,258.0
Pestalozzi-Schule,School,Hartmannsweilerweg 47,Charlottenburg-Wilmersdorf,Grunewald,52.44402443150756,13.244070817735794,4f32c021e4b040aecab61468,5,2,37,286.0
Parzival-Schule,High School,Quermatenweg 6,Charlottenburg-Wilmersdorf,Grunewald,52.44554560299215,13.233899092237875,4cd9548853a7f04dfe996716,5,2,86,120.0
"Krhs. Waldfriede, Fibu",Hospital,Argentinische Allee 42,Charlottenburg-Wilmersdorf,Grunewald,52.44576664581961,13.24052573694602,4d95904a9079b1f720fbe309,5,3,75,94.0
docdens Zahnarztpraxis,Dentist's Office,"Argentinische Allee 40, 14163 Berlin",Charlottenburg-Wilmersdorf,Grunewald,52.4433713577157,13.235148191743553,4ea909fd2c5b8d39ca036263,5,3,48,244.0
Gourmet Sud,French Restaurant,Selmaplatz 1,Charlottenburg-Wilmersdorf,Grunewald,52.445686,13.243264,4d34bfe998336dcb57a53af0,5,3,59,189.0
Der Kretaner,Greek Restaurant,Riemeisterstr. 129,Charlottenburg-Wilmersdorf,Grunewald,52.44999443028993,13.254900774710524,4c0a988c340720a1f2b38693,5,2,75,229.0
H Waltraudstraße,Bus Stop,Argentinische Allee,Charlottenburg-Wilmersdorf,Grunewald,52.45138036230849,13.263137340545654,4e2a82a6091ac5a470e5401b,5,3,66,187.0
Krumme Lanke,Lake,Krumme Lanke,Charlottenburg-Wilmersdorf,Grunewald,52.45172036414344,13.232345581054688,4adcda7df964a5209a4721e3,5,1,16,255.0
U Onkel Toms Hütte,Metro Station,Onkel-Tom-Str.,Charlottenburg-Wilmersdorf,Grunewald,52.44999536055242,13.253405086717178,4b4de818f964a520bdda26e3,5,3,100,60.0
Sweet flat for Anastasia,Residential Building (Apartment / Condo),Klopstockstraße 2,Charlottenburg-Wilmersdorf,Grunewald,52.445988,13.232245,5898d57318dc5328f3acba4f,5,3,37,223.0
Rodelhütte,German Restaurant,Onkel-Tom-Str. 167,Charlottenburg-Wilmersdorf,Grunewald,52.45562066996149,13.250784708188448,4cb5aeae64998cfa1f810fa2,5,2,41,182.0
RB22 Postdam Hbf,Moving Target,20160221,Charlottenburg-Wilmersdorf,Grunewald,52.45777359404583,13.22133975789425,51555afae4b06f694925c163,5,3,9,245.0
Spuntino im Grunewald,Food Stand,Hüttenweg 90,Charlottenburg-Wilmersdorf,Grunewald,52.466399,13.256705,5b7d624b3731ee002cb277e6,6,2,6,134.0
Asia Imbiss,Asian Restaurant,Ladenstr. 36,Charlottenburg-Wilmersdorf,Grunewald,52.45009170054011,13.253020338247346,4d6fe6e33a6cf04daa876679,6,2,54,58.0
Locanda 12 Apostoli,Italian Restaurant,Hüttenweg 90,Charlottenburg-Wilmersdorf,Grunewald,52.46656009758754,13.256251718448052,5398aa91498ea6a8230e5c74,5,3,45,203.0
Flag-Football Dahlem Demons,College Football Field,am hegewinkel 2,Charlottenburg-Wilmersdorf,Grunewald,52.45451874107389,13.258802890777588,516d132080555350aede1cd4,5,3,79,29.0
Die Fischerhütte am Schlachtensee,German Restaurant,Fischerhüttenstr. 136,Charlottenburg-Wilmersdorf,Grunewald,52.44483289224192,13.227742285432603,4adcda78f964a5206a4621e3,5,3,40,28.0
Waldspielplatz,Playground,Fischerhüttenstr.,Charlottenburg-Wilmersdorf,Grunewald,52.44851927288247,13.22891026866377,4d4d373bd6f3224be36899a6,5,3,82,110.0
Hotel Haus Leopold,Hotel,Fischerhüttenstr. 113,Charlottenburg-Wilmersdorf,Grunewald,52.444573,13.237219,4e4ca63822717c65ac9f8bc9,5,3,44,82.0
Toms Kaffeerösterei,Coffee Shop,Ladenstr.25-26,Charlottenburg-Wilmersdorf,Grunewald,52.44997786908113,13.254881515922404,54d0903b498efee27c8bd10b,5,3,85,117.0
Langes Luch,Nature Preserve,Hüttenweg,Charlottenburg-Wilmersdorf,Grunewald,52.46189305085386,13.250584602355957,531b2200498eafed3e42c7a0,5,4,37,278.0
Clubhaus der Freien Universität Berlin,College Auditorium,Goethestraße 49,Charlottenburg-Wilmersdorf,Grunewald,52.443664230441904,13.236122131347656,4d5d273ebee2ec4aae066f92,4,4,45,26.0
Zinnowwald-Grundschule,Elementary School,Wilskistraße 78,Charlottenburg-Wilmersdorf,Grunewald,52.4451578073841,13.24580675581795,4be5616a2468c928f6edff42,5,2,53,38.0
Post Filiale | Nahkauf,Post Office,Onkel-Tom-Str. 99,Charlottenburg-Wilmersdorf,Grunewald,52.449255291371045,13.251979351043701,4d80c8f66bd8b60c20784f7c,6,1,11,14.0
Pizza Ibo,Pizza Place,Ladenstr. 29,Charlottenburg-Wilmersdorf,Grunewald,52.450426694045824,13.25349761944687,4defac2a227170314ba94ec5,5,3,31,239.0
บ้านท่านทูตทอ.,Housing Development,Täubchenstrasse 2,Charlottenburg-Wilmersdorf,Grunewald,52.446616,13.235367,53a36a51498e0ff4e30aaa4c,5,1,22,215.0
Toms Blumenhütte,Flower Shop,Ladenstr,Charlottenburg-Wilmersdorf,Grunewald,52.450576,13.253438,4d982ab8c19fb60c82cfa865,4,3,10,214.0
Wilma-Rudolph-Oberschule,High School,Am Hegewinkel 2 a,Charlottenburg-Wilmersdorf,Grunewald,52.455147144187144,13.258003968563456,531da7e6498e84796772180c,5,3,99,63.0
Bäcker Wiedemann,Bakery,Ladenstr. 25,Charlottenburg-Wilmersdorf,Grunewald,52.44993832695059,13.253176191306318,4d6bb5022bf054811f9ed2ed,5,1,41,92.0
Adventgemeinde Krankenhaus Waldfriede,Church,Argentinische Allee 40,Charlottenburg-Wilmersdorf,Grunewald,52.444004,13.2410755,588c7e72c0df762b402d437a,4,3,61,19.0
Trimm Dich Pfad Grunewald,Trail,Hüttenweg,Charlottenburg-Wilmersdorf,Grunewald,52.466921870523805,13.253620248299061,4dbc2e656e810768bf570c24,6,2,15,89.0
Berliner Hockey Club,Hockey Field,Wilskistraße 70,Charlottenburg-Wilmersdorf,Grunewald,52.44631094996556,13.248104139004871,4bc9ad39511f9521e806aec7,5,4,49,126.0
Dufte Blume,Flower Shop,Potsdamer Str. 54,Charlottenburg-Wilmersdorf,Grunewald,52.449648,13.252225,4db3de07f7b121c29f40784c,5,4,18,190.0
H Siebenendenweg,Bus Stop,Argentinische Allee,Charlottenburg-Wilmersdorf,Grunewald,52.448126662507455,13.246433106152198,4d9c96827958f04dc9b502fa,5,1,97,88.0
Riemeisterfenn,Nature Preserve,Onkel-Tom-Str.,Charlottenburg-Wilmersdorf,Grunewald,52.455505,13.247765,57d545f0498e462e0094e8eb,5,1,17,259.0
Hundeauslaufgebiet Dachsberg,Dog Run,Dachsheide,Charlottenburg-Wilmersdorf,Grunewald,52.45761934945252,13.25677809786534,4e295ca8149554c774427b5e,5,1,53,57.0
H Onkel-Tom-Straße,Bus Stop,Argentinische Allee,Charlottenburg-Wilmersdorf,Grunewald,52.450280911718544,13.251586477935726,4d6f87be7e16a35d381395f9,5,3,36,233.0
Ernst-Reuter-Sporthalle,College Gym,Onkel-Tom-Straße 58-60,Charlottenburg-Wilmersdorf,Grunewald,52.44637007687508,13.252637794592717,50c31633e4b0bd0f637ff2d8,5,3,25,38.0
Ernst-Moritz-Arndt Kirchengemeinde,Church,Onkel-Tom-Strasse 80,Charlottenburg-Wilmersdorf,Grunewald,52.448890466123835,13.251465984479418,4adcda8cf964a520194a21e3,6,3,10,129.0
Hertha 03 Zehlendorf,Soccer Field,Onkel-Tom-Straße,Charlottenburg-Wilmersdorf,Grunewald,52.4440185677079,13.253190738042155,4ed201c16c2510ace2e40325,5,3,58,201.0
Wiener Feinbäckerei Heberer,Bakery,Riemeisterstr. 132a,Charlottenburg-Wilmersdorf,Grunewald,52.4500351160152,13.25437147019726,4d7f77ad870037047e0e8599,5,4,16,154.0
Badestelle Schlachtensee,Bathing Area,Elvirasteig 31,Charlottenburg-Wilmersdorf,Grunewald,52.44603488641203,13.230101642192354,4dcad6c3d22da18f4e6d4fed,4,2,36,116.0
Bruno Taut Galerie,Art Gallery,Ladenstraße,Charlottenburg-Wilmersdorf,Grunewald,52.45022848629892,13.254430050222137,4ddd2e08c65bfd579e23a48d,3,3,2,88.0
Uni Football,College Football Field,Wilskistraße 70,Charlottenburg-Wilmersdorf,Grunewald,52.44631297214721,13.247946868101577,4cd822ba51fc8cfaaed7e75d,5,3,39,130.0
Icc ห้องประชุมใหญ่,Conference Room,Icc,Charlottenburg-Wilmersdorf,Grunewald,52.45234033369414,13.21610363090782,4f4c750ae4b0629e7964d58e,6,2,4,54.0
International Computer Consulting,Office,Eschershauserweg 15c,Charlottenburg-Wilmersdorf,Grunewald,52.45105531695258,13.249125439655652,4d6906724c463704163b9cb3,5,4,54,237.0
Geldautomat Berliner Sparkasse,ATM,U-Bhf. Onkel Toms Hütte,Charlottenburg-Wilmersdorf,Grunewald,52.45040439681066,13.254577788207698,5677e249498ea482769ceb35,5,1,92,170.0
C&S Boutique Änderungsschneiderei,Boutique,Ladenstr. 5,Charlottenburg-Wilmersdorf,Grunewald,52.450251,13.254761,4d80c58cab666ea8de520bc1,5,2,59,242.0
Foto-Shop Onkel-Toms-Hütte,Photography Studio,Ladenstr. 13,Charlottenburg-Wilmersdorf,Grunewald,52.449598,13.253263,4dac2a12fa8cc764975c4052,6,4,76,277.0
Wäscherei Schuster,Laundry Service,Ladenstr. 27a,Charlottenburg-Wilmersdorf,Grunewald,52.450276,13.253901,4d6baf1e2eaba35dd659390d,4,1,95,174.0
Barbara Apotheke,Pharmacy,Ladenstr. 9-10,Charlottenburg-Wilmersdorf,Grunewald,52.449803,13.252454,4d6d28daedc26dcbd653c5a4,4,2,23,133.0
Berliner Sparkasse,Bank,Riemeisterstr. 129a,Charlottenburg-Wilmersdorf,Grunewald,52.450303,13.254512,4d6cc92dcb0eb1f7dc98a2a0,5,1,15,119.0
Schuhmacher,Shoe Repair,Ladenstr. 27,Charlottenburg-Wilmersdorf,Grunewald,52.450266,13.253786,4d70cacd766da1438d5053ad,7,2,1,230.0
Bäckerei Thürmann,Bakery,Ladenstr.,Charlottenburg-Wilmersdorf,Grunewald,52.450284,13.254432,4daaaaf11e72c1ab9bf9ba1a,5,3,85,33.0
Krankenhaus Waldfriede,Hospital,Argentinische Allee 40,Charlottenburg-Wilmersdorf,Grunewald,52.44432958321533,13.24056351132022,4d6b43c292f6b60c85e49ee0,5,1,41,13.0
BrownieBox,Café,Ladenstraße 1 (Süd),Charlottenburg-Wilmersdorf,Grunewald,52.449416,13.252508,5abced68872f7d630281fac8,5,3,45,279.0
nahkauf,Supermarket,Onkel-Tom-Str. 99,Charlottenburg-Wilmersdorf,Grunewald,52.44954389,13.25205889,4d6cfadacb7a8cfae3f25779,5,2,84,234.0
Reformhaus DEMSKI,Grocery Store,Onkel-Tom-Str. 99,Charlottenburg-Wilmersdorf,Grunewald,52.449375,13.251418,4d7e3e953e50b1f7076fc7d3,5,2,89,16.0
ALDI NORD,Supermarket,Wilskistr. 47b,Charlottenburg-Wilmersdorf,Grunewald,52.44971211133913,13.253513549846126,4d6bb2a4dc858cfad6757573,5,3,83,196.0
DelikatEssen,Gourmet Shop,Argentinische Allee 221,Charlottenburg-Wilmersdorf,Grunewald,52.45137382378593,13.26248824596405,5290b9fd11d21210f3c2e153,5,3,40,101.0
Gesundheitszentrum PrimaVita,Gym / Fitness Center,Argentinische Allee 40,Charlottenburg-Wilmersdorf,Grunewald,52.44401362225552,13.23916165834473,4d6d427ed5d937049e39cef9,5,2,97,213.0
Jagdschloss Grunewald,Palace,Hüttenweg 100,Charlottenburg-Wilmersdorf,Grunewald,52.46723949126851,13.26170944862936,4adcda7df964a520764721e3,5,4,89,272.0
St George's Anglican Church,Church,Preußenallee 17-19,Charlottenburg-Wilmersdorf,Westend,52.51225206945399,13.258829730876275,4e63385e62e13e3bcefbc03b,5,3,70,81.0
Olympische Brücke,Bridge,Olympische Str.,Charlottenburg-Wilmersdorf,Westend,52.51579172386851,13.25264103815466,4f53ba97e4b0ee60ba62db0c,4,3,47,117.0
Heilig Geist Kirche,Church,Bayernallee 28,Charlottenburg-Wilmersdorf,Westend,52.51373066230778,13.256379670890787,4f467452e4b0190ed3916f4c,5,3,66,190.0
Barmenia Versicherung - Barbara Geffe,Insurance Office,Kaiserdamm 30,Charlottenburg-Wilmersdorf,Westend,52.51016788986904,13.279160682586962,566ea2b5498ed7437da7fecc,5,3,93,44.0
H Hessenallee,Bus Stop,Reichsstr.,Charlottenburg-Wilmersdorf,Westend,52.51373790510682,13.263158074283185,53344d29498e90ebbf4de529,5,4,18,36.0
U Neu-Westend,Metro Station,Olympische Str.,Charlottenburg-Wilmersdorf,Westend,52.51619474835671,13.259725570678711,4b4e1b30f964a52063e126e3,5,3,59,186.0
Restaurant Epavlis,Greek Restaurant,Olympische Straße 30,Charlottenburg-Wilmersdorf,Westend,52.516086,13.254924,58de4ad1d772f9415ff7d2c8,5,2,37,171.0
Il Cardinale,Italian Restaurant,Olympische Straße 2,Charlottenburg-Wilmersdorf,Westend,52.516325,13.259847,574af6c2498e6a1b7e217865,5,3,46,196.0
Fürstenplatz,Playground,Länderallee,Charlottenburg-Wilmersdorf,Westend,52.51163081343184,13.264585733413696,4d972eb0af3d236a71411cc7,5,3,45,239.0
Heerstraßenbrücke,Bridge,Heerstr.,Charlottenburg-Wilmersdorf,Westend,52.50852596874116,13.258681164701384,4e4e666352b1e893ad4b7717,5,3,80,212.0
U Olympia-Stadion,Metro Station,Rositter Platz,Charlottenburg-Wilmersdorf,Westend,52.517266257038266,13.250126074543235,4c4711de1262ef3b6948ca41,5,3,6,67.0
Hienerwadel,Pub,Reichstrasse 87,Charlottenburg-Wilmersdorf,Westend,52.5147705078125,13.26344203948975,50eddc5ce4b0f3795506cf1f,5,3,96,45.0
Westend Klause,Bar,Reichstrasse 80 B,Charlottenburg-Wilmersdorf,Westend,52.516494,13.260109,4b59fadaf964a5206ba528e3,5,3,68,224.0
H U Neu-Westend,Bus Stop,Reichsstr.,Charlottenburg-Wilmersdorf,Westend,52.51627309503223,13.260347843170166,4e4e451cd164978659b8c930,5,2,23,160.0
Access Tankstelle,Gas Station,Reichsstr. 86,Charlottenburg-Wilmersdorf,Westend,52.514872155045744,13.262471676621514,4e4f7b76c65bb313ba8670bb,4,4,9,286.0
Il Passetto,Italian Restaurant,Heerstr. 37a,Charlottenburg-Wilmersdorf,Westend,52.50822224384133,13.258438110351562,4e141c31227146630ab99c63,6,3,23,86.0
Damla Bistro,Doner Restaurant,Heerstr. 37A,Charlottenburg-Wilmersdorf,Westend,52.50829897221463,13.258652687072754,524c4df9049340c3451afac4,5,1,38,83.0
Thai Food Orchidee,Thai Restaurant,Reichsstraße 92a,Charlottenburg-Wilmersdorf,Westend,52.513531,13.264897,574af6a3498e361e3090a21f,5,2,49,264.0
Wiener Conditorei Caffeehaus am Steubenplatz,Café,Reichsstr. 81,Charlottenburg-Wilmersdorf,Westend,52.51607075125315,13.260251416623968,4b851a2af964a520164c31e3,5,3,33,178.0
Cafe Kuhn,Café,Reichsstraße,Charlottenburg-Wilmersdorf,Westend,52.51555307825961,13.262388034011481,4da95fed6a2303012ef2d4d7,5,3,60,168.0
Tchibo,Coffee Shop,Reichsstrasse 84,Charlottenburg-Wilmersdorf,Westend,52.51549266022005,13.261978795234624,4f68b01be4b0cdd88fd78b9d,4,2,59,234.0
Anna's To Go,Café,Reichsstraße 89,Charlottenburg-Wilmersdorf,Westend,52.513852,13.264241,5e4be43b557d6e00088c9065,5,3,61,241.0
Café K,Café,Sensburger Allee 26,Charlottenburg-Wilmersdorf,Westend,52.50978918059654,13.255226877423388,4f65f9a8e4b0777dfdc07f2b,5,2,22,270.0
Villa Westend,Vacation Rental,Preußenallee 20,Charlottenburg-Wilmersdorf,Westend,52.512562,13.260265,59a5c05edd70c5723c5a6977,6,2,88,257.0
Berliner Weihnachtszirkus,Circus,Am Olympiastadion,Charlottenburg-Wilmersdorf,Westend,52.51606558415659,13.250607840493092,4d2873fa849f37043ae17341,4,2,90,95.0
Waldfriedhof Heerstrasse,Cemetery,Trakehner Allee,Charlottenburg-Wilmersdorf,Westend,52.51575393023167,13.252216560087367,4f05ac4c61af9d3db8f9fcda,4,3,26,6.0
HSA 3,Residential Building (Apartment / Condo),Hessenallee 3,Charlottenburg-Wilmersdorf,Westend,52.51379014865893,13.26312424897949,57760c5e498e9957ef7aaeb8,4,4,6,233.0
Steubenplatz,Plaza,Steubenpl.,Charlottenburg-Wilmersdorf,Westend,52.51620646150641,13.260896236744173,4b4c4891f964a5207bb026e3,6,2,29,42.0
Georg Kolbe Hain,Park,Heerstr.,Charlottenburg-Wilmersdorf,Westend,52.50965883796739,13.250429034233093,531c9965498e0c94aaed4601,5,3,48,175.0
Nahkauf Burkart,Miscellaneous Shop,Steubenplatz 3-5,Charlottenburg-Wilmersdorf,Westend,52.51667387270586,13.26080248631938,4d2d9699f728b60cd4bd9bfd,5,4,82,40.0
Reformhaus Nieber,Gluten-free Restaurant,Reichsstraße,Charlottenburg-Wilmersdorf,Westend,52.515579,13.262458,4cac5e9da6e08cfade52aa94,5,1,23,34.0
Circus-Arena,Performing Arts Venue,Olympische Str.,Charlottenburg-Wilmersdorf,Westend,52.5161070314759,13.250255701559322,4e633cb38877954de88b00c8,5,3,30,198.0
a modo tuo,Ice Cream Shop,Steubenplatz 5,Charlottenburg-Wilmersdorf,Westend,52.51653064458458,13.262014423119101,532d9ce1498eaeabd2f406ee,5,4,13,112.0
Mäusebunker,College Lab,Krahmerstrasse 6,Charlottenburg-Wilmersdorf,Westend,52.51037058766109,13.261871337890625,5299fcc6498e544803de8caf,4,2,71,39.0
Botschaft der Republik Namibia,Embassy / Consulate,Reichsstr. 17,Charlottenburg-Wilmersdorf,Westend,52.514379677934215,13.264682292938232,4ff5620fe4b054fba9a27bc5,5,2,93,64.0
Hotel Rotdorn,Bed & Breakfast,Heerstraße 36,Charlottenburg-Wilmersdorf,Westend,52.509090735903364,13.259961605072021,56c6f661498e261addbb3417,5,4,56,71.0
Rossmann,Drugstore,Reichsstraße 85,Charlottenburg-Wilmersdorf,Westend,52.51527688160554,13.262164141438525,4f7d477ae4b026d7f19d7860,5,3,9,253.0
Ital. Eis Gloria,Ice Cream Shop,Steubenplatz 5,Charlottenburg-Wilmersdorf,Westend,52.5162587700766,13.260991698685274,4c37147018e72d7f1cd015f5,5,2,46,113.0
Katholische Schule Herz Jesu,Elementary School,Insterburgallee 8-10,Charlottenburg-Wilmersdorf,Westend,52.51120638909939,13.253030776977539,4f3105cce4b0dd99b35af6b1,5,2,77,261.0
Thermen an der Heerstraße,Pool,Heerstr. 39,Charlottenburg-Wilmersdorf,Westend,52.50832598129587,13.256883087245772,4b608c61f964a5200ced29e3,5,3,45,52.0
Hemdendienst Reinigung,Dry Cleaner,Reichsstraße 84,Charlottenburg-Wilmersdorf,Westend,52.51616976383457,13.258399036745374,4f58bdcce4b0055171af5673,5,2,2,21.0
Schnittstelle,Salon / Barbershop,Reichsstr. 24,Charlottenburg-Wilmersdorf,Westend,52.516056,13.261029,4b1d2ef8f964a520a90c24e3,5,1,71,232.0
Schele-Schule,Elementary School,Olympische Str. 23,Charlottenburg-Wilmersdorf,Westend,52.516160106578994,13.25620737523453,4fa0d173e4b0343b08db65e8,5,3,58,62.0
U-Bahn-Museum,History Museum,U-Bhf Olympiastadion,Charlottenburg-Wilmersdorf,Westend,52.5171598742161,13.250216286841614,4f3679ade4b0d26b9ff099be,5,2,45,213.0
Malteser Krankenhaus,Hospital,Pillkaller Allee 1,Charlottenburg-Wilmersdorf,Westend,52.508934016800275,13.251893520355225,4da82c390cb65e9aae618b34,5,3,68,44.0
Herder-Gymnasium,High School,Westendallee 46,Charlottenburg-Wilmersdorf,Westend,52.51065,13.257988,5359fd8c498e466e49094371,5,4,47,118.0
Kita Württemberg Allee,Child Care Service,Württemberg Allee 17,Charlottenburg-Wilmersdorf,Westend,52.51241959956293,13.260685797087952,58c17ced07ac077e63152676,4,3,58,275.0
Rominter Allee-Brücke,Bridge,Rominter Allee,Charlottenburg-Wilmersdorf,Westend,52.516952093701605,13.248975276947021,4fd76d6fe4b07e191555017c,4,2,62,27.0
Lotto-Annahmestelle,Lottery Retailer,Reichsstr. 83,Charlottenburg-Wilmersdorf,Westend,52.51604441872539,13.261302078418218,4c5947102091a593d36a5cd0,6,2,66,271.0
Radio Dittfurth,Other Repair Shop,Württembergallee 25,Charlottenburg-Wilmersdorf,Westend,52.512461476693005,13.26292361593404,56ab5e1b498ec0fd761ad355,5,2,54,110.0
Bäckerei Zimmermann,Bakery,Reichsstrasse 32,Charlottenburg-Wilmersdorf,Westend,52.51791434529462,13.258571651791707,50bb1b3fe4b071fc30872a71,6,3,27,122.0
