Name,Category,Address,Borough,Neighborhood,Latitude,Longitude,id,Rating,Price_cat,Tips,Likes
Labour Of Love,Gift Shop,223 Carlton St,Old City of Toronto,Cabbagetown and St. James Town,43.663907,-79.368822,4c3cbf2a933b0f47797fe421,5,4,3,76.0
Pet Valu,Pet Store,240 Carlton St,Old City of Toronto,Cabbagetown and St. James Town,43.66420501339666,-79.36846012382637,4b9c07a9f964a520b34236e3,5,1,51,186.0
Shoppers Drug Mart,Pharmacy,467 Parliament St,Old City of Toronto,Cabbagetown and St. James Town,43.663998,-79.36783,4be44593bcef2d7f884c02e5,5,2,67,13.0
Kanpai Snack Bar,Taiwanese Restaurant,252 Carlton St,Old City of Toronto,Cabbagetown and St. James Town,43.664330935948634,-79.36806503124257,553c2ae7498e53f7c3086919,4,4,67,61.0
Daniel et Daniel Event Creation & Catering,Bakery,248 Carlton St,Old City of Toronto,Cabbagetown and St. James Town,43.6643837,-79.3683282,4b6c81a1f964a5207d3f2ce3,5,3,60,238.0
Subway,Sandwich Place,531 Parliament St,Old City of Toronto,Cabbagetown and St. James Town,43.66564329610601,-79.3683001523662,4c37b2fb3849c9282036beb1,4,3,46,26.0
Green's Antiques,Antique Shop,529 Parliament St.,Old City of Toronto,Cabbagetown and St. James Town,43.66555110064934,-79.36828538775444,4e6cd457b0fba3f50e77a69a,6,2,20,67.0
Casa Loma Liberty Caffé,Café,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.677919,-79.409541,5b9e9785894eac002c3cd302,5,3,6,5.0
Casa Loma,Castle,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.677934,-79.409521,4bef48fcc80dc9284ec827e3,5,3,53,11.0
Queen's Own Rifles of Canada Museum and Archives,History Museum,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.67847186010976,-79.40930843353271,4f530534e4b0ac6d0cba50bf,5,2,55,34.0
Sir Henry's Cafe,Café,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.677968841195025,-79.40943005548577,5065d412e4b0166badc67ef7,6,2,16,27.0
Xavier's School For The Gifted,University,1407 Graymalkin Lane,Old City of Toronto,"Casa Loma, and Wychwood",43.6772309846249,-79.40902878911471,4dfd6bbcb61c84188ef096c8,5,2,29,264.0
Escape Casa Loma,General Entertainment,1 Austin Terr,Old City of Toronto,"Casa Loma, and Wychwood",43.678569,-79.409729,59f655cca87921744858ec5d,5,2,46,234.0
Casa Loma Terrace Grill,Bistro,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.677868,-79.40932,576d76fc498e10ec3826c42a,5,3,35,240.0
Blueblood Steakhouse,Steakhouse,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.67806083991698,-79.40962843932293,59e6cdb1cf72a013dca8a7c8,5,2,82,105.0
Tim Hortons,Coffee Shop,603 Davenport Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.67663479864622,-79.41157221794134,4be56c0fbcef2d7fe3be03e5,5,3,28,2.0
Sutherland-Chan School,Medical School,"330 Dupont, suite 400",Old City of Toronto,"Casa Loma, and Wychwood",43.67461206741466,-79.40916231151307,4b48a160f964a520f85026e3,6,4,26,262.0
Spadina Museum: Historic House & Gardens,History Museum,285 Spadina Road,Old City of Toronto,"Casa Loma, and Wychwood",43.678883192249764,-79.40885838779944,4cc1e0a39eeab713fc95de40,5,2,17,132.0
Blast Athletic,Gym,374 Dupont Street - Main Floor,Old City of Toronto,"Casa Loma, and Wychwood",43.67406698270812,-79.41042244638588,4dbf29ab43a147cd6ebaab67,5,3,20,299.0
Canadian Hearing Society,Non-Profit,271 Spadina Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.67724098206022,-79.40764907910722,4c61d6f3ec94a593dbeb27ca,5,2,49,147.0
Baldwin Steps,Historic Site,Davenport Rd.,Old City of Toronto,"Casa Loma, and Wychwood",43.67770700052798,-79.40820890386739,4d8e7fde1716a14396a634f7,5,2,80,147.0
Casa Loma Stables,Museum,328 Walmer Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.679394728878336,-79.41090455690367,4ca82201b0b8236a82dfb0e6,5,4,43,25.0
Flor de Sal,Modern European Restaurant,501 Davenport Road,Old City of Toronto,"Casa Loma, and Wychwood",43.67775739485431,-79.40717634503991,5511b9cf498e9a56814845e1,5,3,90,284.0
Waldorf Academy,School,250 Madison Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.67724526143127,-79.40677281368626,4b0458b8f964a5207e5322e3,6,2,13,253.0
Pizza Nova,Pizza Place,603 Davenport Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.67673839715248,-79.41130740920477,4c4a0dd95609c9b6d14a218f,5,2,21,188.0
Dupont Subway Station,Metro Station,278 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.674801625474316,-79.40692140269694,4ae8c719f964a5203ab221e3,5,2,48,96.0
Glen Edyth Drive Parkette,Park,2 Glen Edyth Drive,Old City of Toronto,"Casa Loma, and Wychwood",43.678294119509026,-79.40486760901251,4c807c2ed4e2370400715588,5,3,63,261.0
George Brown - Casa Loma Campus Library,College Library,160 kendal ave,Old City of Toronto,"Casa Loma, and Wychwood",43.67631396878329,-79.41073224604946,4ced82135de16ea89e89b696,5,4,76,133.0
Hajime Udon,Japanese Restaurant,270 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.675064,-79.40694,5d98cda798fd7d000831ae77,5,4,90,207.0
Madame Boeuf And Flea,Burger Joint,252 Dupont Street,Old City of Toronto,"Casa Loma, and Wychwood",43.67524,-79.40662,5929ae709deb7d7d29b7ad46,5,3,60,275.0
Belle's Bakery,Bakery,262 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.675083,-79.40669,5de53e9a02579b000815d13c,5,2,11,259.0
Lindy Hop Revolution,Dance Studio,374 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674534,-79.41051,5a527c6359c423256cc76f8d,5,2,34,20.0
Bruno's Men's Hairstylist,Building,237 Spadina Road,Old City of Toronto,"Casa Loma, and Wychwood",43.67523291216598,-79.40721482348471,4bdb4ee83904a593e2bd499e,5,4,76,119.0
Toronto Archives,History Museum,255 Spadina Ave.,Old City of Toronto,"Casa Loma, and Wychwood",43.67644734460629,-79.40750861881347,4b730725f964a520c7962de3,5,2,20,98.0
George Brown College,General College & University,160 Kendal Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.67584913217024,-79.4107460975647,4c334521a0ced13ac64f166e,5,3,57,137.0
Sushihwa,Japanese Restaurant,270 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674959,-79.406894,58e6f23007ac072ddb3b0d99,5,3,77,105.0
George Brown - Casa Loma Campus,Community College,160 Kendal Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.676192,-79.410136,4afd737bf964a520e82722e3,3,3,6,103.0
Aviv,Jewish Restaurant,779 St Clair Ave W,Old City of Toronto,"Casa Loma, and Wychwood",43.6807858,-79.4291666,51e4b251498e1df3a736a016,5,3,98,258.0
Subway,Sandwich Place,268 Dupont Street,Old City of Toronto,"Casa Loma, and Wychwood",43.675070588962015,-79.40687736441805,568c18c1498e7212bfaf9462,5,1,41,1.0
First And Last Coffee Shop,Coffee Shop,346 Dupont Street,Old City of Toronto,"Casa Loma, and Wychwood",43.67432,-79.40945,5a77588666fc651c2d5560a7,5,3,22,194.0
Fet Zun,Middle Eastern Restaurant,252 Dupont Street,Old City of Toronto,"Casa Loma, and Wychwood",43.675147,-79.406346,5c5f10e4bf7dde002cef8172,4,4,7,237.0
Shoppers Drug Mart,Pharmacy,292 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674959,-79.407986,4afdef74f964a520312c22e3,5,1,57,135.0
Nancy's Cheese,Cheese Shop,260 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674851,-79.406753,4ae763a6f964a520e3aa21e3,5,3,94,244.0
Modern Laundry,Laundry Service,282 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.67486885506859,-79.4072294818679,4ad7c153f964a520640e21e3,5,4,57,95.0
Julia West Home,Furniture / Home Store,140 Kendal Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.675712,-79.409894,4bfbd9338d30d13a712f0418,5,2,63,27.0
Midwives Collective of Toronto,Maternity Clinic,1203 Bloor St W,Old City of Toronto,"Casa Loma, and Wychwood",43.658862,-79.439608,4c7c0d10794e224b67206d28,4,2,15,147.0
The Centre,Building,316 DuPont,Old City of Toronto,"Casa Loma, and Wychwood",43.674724,-79.408697,5002e607e4b0ed5449dee6f6,6,3,28,279.0
Subway,Sandwich Place,"160 Kendal Ave, St James Campus/Unit E144",Old City of Toronto,"Casa Loma, and Wychwood",43.675650480511266,-79.41025463558196,50521a43e4b0c9dff10489d4,5,2,37,191.0
Royal Canadian Institute for the Mentally Insane,Medical Center,1 Austin Terrace,Old City of Toronto,"Casa Loma, and Wychwood",43.678122686969644,-79.40897583961487,500b6e59011cb3133146141d,5,4,4,169.0
The Balcony,Scenic Lookout,24 Austin Tr.,Old City of Toronto,"Casa Loma, and Wychwood",43.678576,-79.411441,4e47244414959d51c16dcbf0,5,1,96,283.0
eHealth Ontario,Government Building,655 Bay Street,Old City of Toronto,"Casa Loma, and Wychwood",43.676705453361485,-79.41317329198355,4ce2729494c3b60c78ed7bea,4,2,73,15.0
Ballet Jorgen,Dance Studio,160 Kendal Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.675671281566586,-79.41101311675777,5075a62ae4b091d9369a6b49,5,3,64,210.0
Sotheby's International Realty,Office,497 Davenport Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.677482,-79.406544,4bc4f246e58e9521c037c9e1,5,3,33,283.0
Madison Lofts Rooftop,Residential Building (Apartment / Condo),380 Macpherson Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.67646553333333,-79.4059,4c390e08ae2da593a9e801c6,4,2,41,212.0
The Annex Hodgepodge,Sandwich Place,258 Dupont Ave.,Old City of Toronto,"Casa Loma, and Wychwood",43.674975198818274,-79.40654256081908,4b02e4bbf964a520bf4a22e3,6,3,51,5.0
Pizza Pizza (GBC),Pizza Place,134–198 Kendal Ave,Old City of Toronto,"Casa Loma, and Wychwood",43.675865,-79.410898,5065ce22e4b095d6fa388199,5,2,51,43.0
Travel Press,Building,310 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674532,-79.408676,533f1c49498e3fa6541b55b6,5,4,44,187.0
Eight Branches Healing Arts Clinic,Medical Center,358 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.6744075069219,-79.41078775205344,51f16df7498e1a7ca1f3ba06,5,3,18,64.0
TTC Stop #128,Bus Stop,Bathurst Street,Old City of Toronto,"Casa Loma, and Wychwood",43.674863843365536,-79.41220039489524,51219cb9e4b0655ffa323533,5,1,47,68.0
Yogen Früz,Frozen Yogurt Shop,272 Dupont street,Old City of Toronto,"Casa Loma, and Wychwood",43.67487,-79.407038,52e1775011d2dfc2a943d52e,4,3,16,114.0
Annex Grill and Bar,Asian Restaurant,262 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.67491340106575,-79.40670910550232,4bb7f33898c7ef3beaa13002,4,2,2,121.0
TripElephant,Campaign Office,332 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.674566,-79.409367,567af0f3498ec014b314254c,5,1,33,269.0
682 dupont,Building,682 dupont,Old City of Toronto,"Casa Loma, and Wychwood",43.674799,-79.407432,4c9e1d2c542b224bb98df09f,4,2,29,225.0
Kinna Sohna,Gift Shop,266 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.674796,-79.406729,51c0a14f498ed9ee6477f295,5,1,30,173.0
500 Macpherson,College Administrative Building,500 Macpherson,Old City of Toronto,"Casa Loma, and Wychwood",43.675515,-79.409589,4f206409e4b0512ede97a575,5,1,8,69.0
89 Niagara St. Lascaux Gallery,Art Gallery,89 Niagara St.,Old City of Toronto,"Casa Loma, and Wychwood",43.677205737283174,-79.40536234301989,4e98dac36c252a15c12f312f,5,1,92,64.0
Wh13 Basecamp On Bridgman,General Entertainment,10 Bridgman,Old City of Toronto,"Casa Loma, and Wychwood",43.67495741558891,-79.41191457007272,4f293891e4b005595e98afa8,4,3,12,244.0
Annex Wellness Collective,Spa,258 Dupont,Old City of Toronto,"Casa Loma, and Wychwood",43.674869,-79.406556,4e1261eac65b4a49f315eb5c,5,3,29,1.0
Cubs'den Act 2,Residential Building (Apartment / Condo),640 Davenport Rd,Old City of Toronto,"Casa Loma, and Wychwood",43.676888656384286,-79.41325024385792,4ff24d61e4b0f0083b134ac6,5,3,73,202.0
bSpoke Athletics,Yoga Studio,374 Dupont st.,Old City of Toronto,"Casa Loma, and Wychwood",43.67441683615703,-79.41054039991533,4ef3adf002d574894f16f522,5,2,89,135.0
Brothers and Sons Dry Cleaners,Laundry Service,268 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.67490879059714,-79.40687401384436,4b9593def964a5206baa34e3,5,1,79,181.0
Dupont Auto Repair,Automotive Shop,374 Dupont St,Old City of Toronto,"Casa Loma, and Wychwood",43.67449037479367,-79.41078225534646,4d979a599079b1f706ec170a,5,1,78,39.0
Green Farm,Grocery Store,Bathurst,Old City of Toronto,"Casa Loma, and Wychwood",43.680172,-79.412225,4d7c2dbe8f89224b99dc9f26,5,2,96,10.0
344 Dupont,Building,344 Dupont,Old City of Toronto,"Casa Loma, and Wychwood",43.674472,-79.408538,4afc2fa4f964a520602022e3,5,2,92,150.0
Pins & Needles Acupunture,Medical Center,258 Dupont street,Old City of Toronto,"Casa Loma, and Wychwood",43.675056,-79.406467,5207bb6c11d29a5645e7c522,5,2,29,265.0
The Yoga Back Clinic,Medical Center,Suite 100,Old City of Toronto,"Casa Loma, and Wychwood",43.674700682665446,-79.4085144996643,5172971c582f605c9fd91d82,4,1,47,222.0
George Brown Staff Parking Lot,Parking,Bridgman Ave.,Old City of Toronto,"Casa Loma, and Wychwood",43.675442879638645,-79.41116152736015,4c6bf2ff9c76d13a5b0d4f0f,5,2,92,151.0
Canadian Medi-Pain Centre,Medical Center,344 DuPont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.67463679622079,-79.40982032658457,4f43ebe8e4b0dc6d5df4faa4,5,1,57,226.0
Habayit Shelanu,Voting Booth,155 kendall,Old City of Toronto,"Casa Loma, and Wychwood",43.674869,-79.40957,4dbf5bb2f7b115b875c9344d,4,2,26,213.0
Clear Blue Technologies,Tech Startup,160 Kendal Ace,Old City of Toronto,"Casa Loma, and Wychwood",43.676288030652515,-79.41157098650868,4edcc9e45c5c96a201124ae1,6,3,13,53.0
Roti Cuisine of India,Indian Restaurant,308 Dupont St.,Old City of Toronto,"Casa Loma, and Wychwood",43.67461834990478,-79.40824866273744,4c62c59ce1621b8dd0332453,5,2,7,291.0
Live Organic Food Bar,Vegetarian / Vegan Restaurant,264 Dupont Street,Old City of Toronto,"Casa Loma, and Wychwood",43.67505287052667,-79.40671518307245,4ad4c061f964a52099f720e3,5,1,99,169.0
Spoke Technologies,Tech Startup,3 Bridgman Ave. Suite 200,Old City of Toronto,"Casa Loma, and Wychwood",43.65200861644559,-79.39789942722095,505b1861e4b07c8ee3d7ab25,5,2,98,142.0
Centennial Park,Park,225 Centennial Road,Scarborough,Port Union and Centennial,43.786257374473934,-79.14877634920947,51d49879498e5a95b798fa8a,5,3,34,257.0
Port Union Waterfront Park,Park,"Port Union Road, South End",Scarborough,Port Union and Centennial,43.774967388607294,-79.13439273834229,4bca55e2511f9521b0a7afc7,4,1,4,171.0
Chamber of Sages,Arcade,41 Portsmouth Dr.,Scarborough,Port Union and Centennial,43.775457,-79.142104,5021668ee4b06fef2390cc13,5,3,93,125.0
Bill Hancox Park,Playground,101 Bridgeport Drive,Scarborough,Port Union and Centennial,43.77468399363055,-79.14442754964276,4ff86877e4b0f083056bd6c6,5,3,69,294.0
Rouge Hill GO Station,Train Station,6251 Lawrence Ave. E.,Scarborough,Port Union and Centennial,43.78022909334776,-79.13085475603155,4ad8702af964a520631121e3,5,3,37,119.0
Dr. Joseph Tabri,Dentist's Office,"449 Lawson Rd, Toronto, ON M1C 2K2",Scarborough,Port Union and Centennial,43.78963851928711,-79.14102172851562,4f1b1d51e4b0aa50947dcc87,5,2,98,130.0
Fox and Fiddle,Bar,160 Laird ave,Scarborough,Port Union and Centennial,43.78908246798306,-79.15445917449385,4e3ddf2bb61cb577be7e1844,5,2,75,289.0
Beechgrove Grill and Bar,Burger Joint,670 Coronation Drive,Scarborough,Port Union and Centennial,43.76679825687298,-79.15830081395664,514b6c69e4b0a8c858a7b489,5,3,26,137.0
U-Haul Neighborhood Dealer,Storage Facility,135 Beechgrove Dr,Scarborough,Port Union and Centennial,43.76665,-79.15818,564f7f5e498eba60959162cf,5,1,47,199.0
Metro,Supermarket,261 Port Union Rd,Scarborough,Port Union and Centennial,43.78861188972392,-79.13974660635745,4d053993c2e537043e15bd67,5,2,94,51.0
Metroptical Inc - Opticians & Optometrists,Doctor's Office,5502 Lawrence Ave E,Scarborough,Port Union and Centennial,43.779074,-79.1389776,565d3524498e39fa8869c647,5,2,93,74.0
Port union winterfest,Other Great Outdoors,5450 Lawerence Ave East,Scarborough,Port Union and Centennial,43.78083070338972,-79.1418804367492,4f240cdbe4b0e1208132ff21,6,3,46,255.0
Wanita Park,Park,5 Meadowvale Road,Scarborough,Port Union and Centennial,43.77504603612814,-79.15675756286802,4debcbf145dd3993a8aef70a,5,1,97,53.0
Lower Highland Creek Park,Park,Scarborough,Scarborough,Port Union and Centennial,43.77284470285406,-79.15488481521606,4e8d32a6d5fbbbb6b2f706fb,5,1,68,95.0
Mr. Beans Coffee Co.,Coffee Shop,5550 E Lawrence Ave,Scarborough,Port Union and Centennial,43.77964590396574,-79.13788497447968,4bd2e4b7caff9521f191d3f0,5,2,75,274.0
Jenny's Nail Studio,Nail Salon,"6075 Kingston Road, Woodland Court Plaza",Scarborough,Port Union and Centennial,43.783962,-79.158833,4c54567da724e21e73793bf6,5,2,68,89.0
Global Pet Foods (Lawrence ave e),Pet Service,Lawrence avenue East,Scarborough,Port Union and Centennial,43.772301,-79.16668,51aceb4f498eedaf2a4df84d,5,2,69,242.0
Highland creek wastewater treatment plant,Recycling Facility,51 beechgrove drive,Scarborough,Port Union and Centennial,43.765821901358265,-79.15017090527272,510c0e01e4b0b55927cd5449,5,4,26,224.0
St. Dunstan Of Canterbury Church,Church,56 Lawson Road,Scarborough,Port Union and Centennial,43.78411963961499,-79.16481971740723,4bedbc2da40fc928376c820c,5,1,75,263.0
Port Union Village Common Park,Park,105 Bridgend St.,Scarborough,Port Union and Centennial,43.776261105377195,-79.13504719734192,4ddd2d17887775ea9c51b33c,5,3,73,224.0
Bellwoods Brewery,Brewery,20 Hafis Rd,Scarborough,Port Union and Centennial,43.706577216025046,-79.46932781202081,5855969c2b04f83e933e3188,5,4,25,292.0
William G Davis Jr Public School,School,128 East St,Scarborough,Port Union and Centennial,43.78604685109152,-79.13368847815316,4db1c4274df03036e8d66180,5,3,23,98.0
Malt & Salt Fish & Chips,Fish & Chips Shop,285  Lawson Road,Scarborough,Port Union and Centennial,43.783655169305355,-79.15084337162045,513152a1e4b0d70759fb6961,5,1,93,285.0
Port Union Community Recreation Centre,General Entertainment,5450 Lawrence Ave. E,Scarborough,Port Union and Centennial,43.77938619046094,-79.14011411687865,4c0101b89cf52d7fe78814e7,5,3,81,95.0
Sue-Gar Variety & Gift Centre,Convenience Store,5518 Lawrence Avenue East,Scarborough,Port Union and Centennial,43.77998867608077,-79.13824707269669,4d17e9556c8b548192d0edcc,6,3,55,180.0
Pizza Pizza,Pizza Place,5500 Lawrence Avenue,Scarborough,Port Union and Centennial,43.77976252174732,-79.13746654987335,4aecaaaef964a5201aca21e3,6,4,10,108.0
Toronto Public Library - Port Union Branch,Library,5450 Lawrence Ave. East,Scarborough,Port Union and Centennial,43.77933280476959,-79.14015062398524,4d977234942ba0935ff96c8c,5,4,42,9.0
LCBO,Liquor Store,5508 Lawrence Ave,Scarborough,Port Union and Centennial,43.7796986149891,-79.1388076543808,4c1cdf95b4e62d7f74b0db93,5,2,60,90.0
Charlottetown Park,Playground,65 Charlottetown Boulevard,Scarborough,Port Union and Centennial,43.780864765179935,-79.14110868076094,50071235e4b0accd72059af1,5,2,41,146.0
Shawarma Queenz,Falafel Restaurant,305 Port Union Rd,Scarborough,Port Union and Centennial,43.790095,-79.140516,5cfe8c9b340a58002c3871c2,5,4,53,25.0
Royal Canadian Legion,Bar,45 Lawson Rd,Scarborough,Port Union and Centennial,43.78253332838298,-79.16308473261682,4c23d3aaf7ced13a5ed7216d,5,3,93,277.0
Port Union Bakery,Bakery,287 Port Union Rd,Scarborough,Port Union and Centennial,43.78951405974168,-79.14029833022154,4bcf6ebe462cb713b8b2d607,5,3,62,179.0
Beckers,Food & Drink Shop,305 Port Union Rd.,Scarborough,Port Union and Centennial,43.789912,-79.140657,4c3c86f6933b0f47ca27e421,5,1,42,217.0
New Image Nail & Spa,Nail Salon,285 Lawson Road,Scarborough,Port Union and Centennial,43.787201,-79.151619,5171a70ae4b0fdca1c6f4610,5,3,25,282.0
Simply Frosted,Cupcake Shop,5550 Lawrence Ave E,Scarborough,Port Union and Centennial,43.779883926152536,-79.13737108801202,50c4d70ee4b09f38adabdc3e,6,2,13,59.0
Jingles Hair Design,Salon / Barbershop,281 Port Union Rd,Scarborough,Port Union and Centennial,43.78926174354645,-79.14024320408326,4af4732bf964a52092f221e3,5,3,93,212.0
Port Union Medical Centre,Doctor's Office,5550 Lawrence ave Unit 7,Scarborough,Port Union and Centennial,43.779979610351106,-79.13723326835823,4c05085e9a7920a10301d279,5,2,88,124.0
Scotiabank,Bank,305 Port Union Rd,Scarborough,Port Union and Centennial,43.78984996487563,-79.1407988324517,4cd716cc76ab721ed87b766a,4,3,35,224.0
Ravine Auto Repair,Automotive Shop,301 Port Union Rd,Scarborough,Port Union and Centennial,43.78985600386616,-79.14044717063501,50d4c9ce498ee2828b685acd,5,2,88,198.0
BMO Bank of Montreal,Bank,5540 Lawrence Avenue East,Scarborough,Port Union and Centennial,43.7801801,-79.1377873,4c0665ca761ac9b643db2074,6,2,77,61.0
Sunshine,Non-Profit,Kingston rd,Scarborough,Port Union and Centennial,43.7692,-79.1649,51bf7bc6498e825fd3a41ed8,5,4,7,86.0
St. John's Norway Cemetery & Crematorium,Funeral Home,256 Kingston Rd,Scarborough,Port Union and Centennial,43.78486050975922,-79.14529262552773,5478984c498ea1c91b661883,5,2,53,42.0
Charlottetown Junior Public School,Gym,85 Charlottetown blvd,Scarborough,Port Union and Centennial,43.78173566344654,-79.14269559711748,4bfee48fca1920a17c00ec81,6,2,24,164.0
Meadowvale Christmas Display,General Entertainment,Meadowvale Road,Scarborough,Port Union and Centennial,43.788475036621094,-79.16202545166016,50c698cfe4b0fd6d037fab3c,5,1,52,280.0
Ryerson,University,240 Church Street,Scarborough,Port Union and Centennial,43.776901,-79.140571,527ec47f11d273e8312e3ab9,2,3,3,88.0
Bowen's Pet Grooming,Pet Service,5550 Lawrence Ave E,Scarborough,Port Union and Centennial,43.779482,-79.137161,4fd23653e4b0d4674d82e9d1,5,2,81,10.0
A cunning den of inquity,Art Gallery,11 st. Joseph,Scarborough,Port Union and Centennial,43.77468642171496,-79.14445017875954,4eb5fc29b8f786e27578428c,4,2,10,56.0
Toronto Motorsports,Hobby Shop,283 Port Union Rd,Scarborough,Port Union and Centennial,43.78939035953227,-79.13983225822449,4c586bbd6418a59300a2810e,5,4,95,221.0
W Sushi,Japanese Restaurant,235 Edinburgh rd,Scarborough,Port Union and Centennial,43.77567,-79.16444,506481cae4b01f36bfda395f,5,4,61,56.0
Taste Buddies,Chinese Restaurant,5532 Lawrence Ave,Scarborough,Port Union and Centennial,43.775771,-79.15021,4e3c40a052b1a04aff07de79,5,1,3,8.0
Stevenson Swamp,Park,Scarborough,Scarborough,Port Union and Centennial,43.77241085999633,-79.14273977279663,4e8d2e75d5fbbbb6b2f6a738,5,2,52,263.0
Thai Square,Thai Restaurant,277 port union road,Scarborough,Port Union and Centennial,43.789432957138686,-79.13983225822449,4e221c1a52b1f82ffba62661,6,2,31,120.0
Tony Stacey Centre for Veterans Care,Assisted Living,59 Lawson Road,Scarborough,Port Union and Centennial,43.78385738484975,-79.16473810455003,50a2a44ce4b0e63d0ab3bf91,5,1,55,210.0
Power Business Services (Home Office),Office,20 Irvine Rd,Scarborough,Port Union and Centennial,43.78549575805664,-79.15493774414062,51a23d53498eb2acb498c385,5,1,48,283.0
43 North GIS,Office,11 Cherryhill AV,Scarborough,Port Union and Centennial,43.774669,-79.147795,4de8c29545dde4a28d56de13,5,2,85,106.0
Rice Garden,Chinese Restaurant,5532 Lawrence Avenue East,Scarborough,Port Union and Centennial,43.78968789926009,-79.1407172878265,54c42982498eb34a1cb49fbe,5,1,91,30.0
Pro/Soft Technologies Inc.,Office,15 Holmcrest Trail,Scarborough,Port Union and Centennial,43.77243294512026,-79.14421404164646,4cc952374650a35d79888d1e,5,2,64,96.0
Bus Stop: 54,Bus Line,Lawrence Avenue,Scarborough,Port Union and Centennial,43.77467144401043,-79.14443244880307,5032a6c2e4b07c5112691bbc,5,4,98,103.0
Birroteca,Brewery,55 Bloor St W,Scarborough,Port Union and Centennial,43.669476,-79.388916,5dcda90cdac7db000833c20d,6,2,67,238.0
Shoppers Drug Mart,Pharmacy,265 Port Union Rd,Scarborough,Port Union and Centennial,43.78909,-79.139695,4af7835cf964a520a90922e3,5,2,79,62.0
Marsman Music Centre,Music School,158 Bennett Road,Scarborough,Port Union and Centennial,43.772174,-79.165135,4b7b463ff964a520e05b2fe3,5,3,74,106.0
Rouge Juicery,Juice Bar,297 Port Union Rd,Scarborough,Port Union and Centennial,43.7895,-79.139898,5c4e61dc894eac002ccfa978,4,2,2,3.0
TD Canada Trust,Bank,299 Port Union Road,Scarborough,Port Union and Centennial,43.7895977,-79.1404776,4bc78a846501c9b653a13e29,4,2,27,158.0
The Beer Store,Beer Store,5544 Lawrence Ave E,Scarborough,Port Union and Centennial,43.7801382146417,-79.1375684738159,4c1402a47f7f2d7fc32ce068,4,2,7,253.0
XYZ Storage Scarborough,Storage Facility,135 Beechgrove Dr,Scarborough,Port Union and Centennial,43.76735545938871,-79.15827876768945,50e0b882e4b01ebc63c03adc,5,1,20,286.0
Rouge Naturals,Health Food Store,5514 Lawrence Ave E,Scarborough,Port Union and Centennial,43.77984230826487,-79.13867220282555,5ced9661e65d0c002cf70b17,5,3,51,276.0
Azumi Teppanyaki and Sushi,Japanese Restaurant,5516 Lawerence Ave E,Scarborough,Port Union and Centennial,43.77990970068823,-79.13846433162689,513fd3dae4b0e4688c9cf6a8,5,2,63,178.0
Pet Valu,Pet Store,5534 Lawrence Ave. East,Scarborough,Port Union and Centennial,43.78004525991854,-79.1379064321518,4e1e02042271ff848fec4fc7,5,1,35,242.0
Subway,Sandwich Place,"5550 Lawrence Ave East, Unit #11",Scarborough,Port Union and Centennial,43.77990692305362,-79.13870693744263,4bd08066a8b3a59379fc635f,6,2,54,176.0
KFC,Fast Food Restaurant,5500 Lawrence Avenue East,Scarborough,Port Union and Centennial,43.77956886469414,-79.1387566924095,4c0c1290340720a1231e8993,5,1,25,139.0
West Hill Animal Clinic,Veterinarian,5528 Lawrence Avenue East,Scarborough,Port Union and Centennial,43.779939844328915,-79.13800246155462,4c8a28641797236a09de5e88,5,2,91,169.0
Coppa's Fresh Market,Grocery Store,148 Bennett Rd,Scarborough,Port Union and Centennial,43.772094259953064,-79.16634033015073,4b46755ff964a520ac2126e3,7,3,3,283.0
